"obs","raw_feat_X1","raw_feat_X2","raw_feat_X3","raw_feat_X4","raw_feat_X5","raw_feat_X6","raw_feat_X7","raw_feat_X8","raw_feat_X9","raw_feat_X10","raw_feat_X11","raw_feat_X12","raw_feat_X13","raw_feat_X14","raw_feat_X15","raw_feat_X16","raw_feat_X17","raw_feat_X18","raw_feat_X19","raw_feat_X20","raw_feat_X21","raw_feat_X22","raw_feat_X23","raw_feat_X24","raw_feat_X25","raw_feat_X26","raw_feat_X27","raw_feat_X28","raw_feat_X29","fft_feat_X1","fft_feat_X2","fft_feat_X3","fft_feat_X4","fft_feat_X5","fft_feat_X6","fft_feat_X7","fft_feat_X8","fft_feat_X9","fft_feat_X10","fft_feat_X11","fft_feat_X12","fft_feat_X13","fft_feat_X14","fft_feat_X15","fft_feat_X16","fft_feat_X17","fft_feat_X18","fft_feat_X19","fft_feat_X20","fft_feat_X21","fft_feat_X22","fft_feat_X23","fft_feat_X24","fft_feat_X25","fft_feat_X26","fft_feat_X27","fft_feat_X28","fft_feat_X29","deriv_feat_X1","deriv_feat_X2","deriv_feat_X3","deriv_feat_X4","deriv_feat_X5","deriv_feat_X6","deriv_feat_X7","deriv_feat_X8","deriv_feat_X9","deriv_feat_X10","deriv_feat_X11","deriv_feat_X12","deriv_feat_X13","deriv_feat_X14","deriv_feat_X15","deriv_feat_X16","deriv_feat_X17","deriv_feat_X18","deriv_feat_X19","deriv_feat_X20","deriv_feat_X21","deriv_feat_X22","deriv_feat_X23","deriv_feat_X24","deriv_feat_X25","deriv_feat_X26","deriv_feat_X27","deriv_feat_X28","deriv_feat_X29","FALL"
0,0.249743991751533,-0.162769501339438,0.223727166666706,0.393904475251956,-0.154366279842237,0.128967896038715,1.09066070695999,0.913849335492966,0.505525653459236,-0.105793362003621,-0.195484050210657,-0.58357624219099,-0.185652937362945,0.223044981782843,0.00344589674220452,-0.103056940257738,0.48075003620664,0.78127656228776,-0.119296607858766,-0.9943780011699,0.152711274861878,0.114531142738105,0.527218337284521,0.684309819807061,0.226487633170516,0.21407481801273,0.525903891485768,-1.09598255493949,1.91909286726344,-0.449883985253001,0.433747819104499,0.463316016481724,0.274141075686768,-0.218774159273389,-0.0484348175059026,-1.0332615409805,-0.812810233917386,-0.683374521770968,-0.455641027170076,-0.195484050210657,1.19298940740086,-0.209249730423215,-0.454102754072145,-0.19730193943452,-0.309533853265584,0.152333217466959,-0.706031673050293,0.00219680528987355,0.517962157438637,0.0528695655418583,0.000861901173261576,-0.152333217466978,-0.152333217466978,0.0875991935193793,0.083742464107491,0.790297773640341,1.11115450931389,-0.184972392429949,0.657302352579439,-0.227088020263177,-0.252274920885711,-1.10005016394417,-0.103070682917972,0.237298473258111,2.32642188856417,2.36463913990046,1.89108554667768,0.0520988705293679,-0.103056940257738,0.131790838029886,-0.116826194138746,0.419306901445613,-1.29930662843212,-0.0939608061326635,-0.709053010907603,-1.0456402292863,0.283405192408676,-0.676242704051957,0.121241235566098,0.73486208341004,0.179370199822685,0.402461183493135,0.63839315778945,0.344235895874267,0.823238967400844,-0.40934978854857,1.42520572627349,1
1,0.385843465271953,-0.660977808057311,-0.1277981081535,-0.205710127140708,-0.16093588210106,0.111606359934973,0.171390505017191,2.88978095807793,0.377333313676828,0.602582295306402,-0.204410905495881,-0.724875978009177,-0.186407199763695,0.510015080745845,0.00344589674220452,-0.0190679424408884,-0.818148343583352,-0.664431002299824,0.376650784854296,-0.626828166093867,0.387287101916252,1.47664055953487,0.866832341580373,0.959402660572725,0.311288392140013,0.449926018654708,0.367252220553379,-1.15855060262508,1.77814800647054,-0.646348163873908,-0.355811779965317,-0.491957495469313,0.167070207860455,-0.219943538520288,-0.0516356677199385,-1.1788824435678,-0.871563774757352,-0.704800269886697,-0.455711988322923,-0.204410905495881,-0.11550119316727,-0.217723934966749,-0.64629363353649,-0.535866564982131,-0.378605572009536,0.152333217466959,-1.28111791453486,0.0563974972982746,0.815870548561995,0.10423529884477,-0.111211192224259,-0.152333217466978,-0.152333217466978,-0.190016103871583,-0.186805227399581,0.791371783060437,-0.610702722777005,1.51749860192338,0.563679372264546,-0.71015060536245,-0.252274920885711,0.192193133033788,-0.0189581213649592,0.483344040130757,-2.1969630596978,2.77289679446096,-1.8896009802461,0.0714156949311715,-0.0190679424408884,0.147794693092004,-0.0539606374518556,0.648177325163029,-0.214179030940555,-0.00512864438280241,0.642421470398902,0.419776713852675,0.476751274097883,0.549323070261001,-0.182777898240091,0.35749866531598,-0.0561810455957931,0.840312929483743,0.605671559323932,0.655029269601097,1.05267135860572,-0.177352941780305,1.61372056235135,1
2,3.3445276722376,-4.53593130475189,0.165139620863339,-0.228745379619122,3.20381838130089,3.37946164141473,1.08990123929108,2.09755165400707,0.877990101054246,0.200806767004677,3.03983840887446,0.706419419416207,2.8989279017454,3.93874873069341,4.48160166191205,3.6942428837882,0.174268396031473,-0.12229066557948,5.76122247716754,0.255291438088614,-4.42151735269841,4.88191410152679,0.187604332988669,0.330619024536922,3.27387724506714,3.8345304956159,2.09386561722641,-0.330219324328722,3.14786322897488,1.5538304741442,-0.333387832574823,-0.292472686461637,3.39049557220371,3.01326455116249,3.15536516225038,-1.07141370268749,-0.834429369075729,-0.692839037831068,-0.455690032899419,3.03983840887446,0.796273324040224,2.90611287464611,1.56112555094179,1.07930045716491,1.40461703603194,0.152333217466959,-2.04789956984761,1.08552074117489,0.856454658548137,0.149475702455444,-0.106897801419156,-0.152333217466978,-0.152333217466978,3.19962910878885,3.22050445699539,2.3434027248945,-0.186892122171041,2.89151238547186,3.09149984076663,-4.35169932380313,-0.252274920885711,-0.502387639091866,3.69440899264804,4.20518889755891,-2.77394920702197,2.27690733908312,-2.03000076181765,0.0495450876740111,3.6942428837882,1.66171390127807,3.34279990494528,3.8107504528946,4.77740791752065,4.01915113510971,0.529798596956693,-0.779200785079213,4.15032682619283,-1.37656600365936,0.425260369372287,8.09344873624423,-0.684317700045067,0.0467435706910485,3.44033151528112,3.96558551198163,2.91618254205184,0.367674405845999,3.95247872409143,1
3,3.19067609347539,-2.88446302877967,-1.15308015971244,-0.698292243270033,1.86822092692797,2.49307651870134,2.54619802299168,3.81739066957927,3.7109998261292,2.38299483245248,1.77788203124209,1.27471198220252,1.65390922161646,3.17473742825944,2.62480536903675,2.05918926944006,-0.701393433040432,-0.664431002299824,5.40697433951535,0.108271504058201,-2.19304699568186,2.43011715129261,-0.718033011800269,-0.140968702489931,3.17992185870889,3.15737740396414,1.74834196375232,1.11169104516573,1.08292033592201,0.997529190488338,-0.380522264635537,-0.392839932370095,2.49041880132459,1.76496157766667,2.31346826262985,-1.06359605609448,-0.834204990065735,-0.693289967023276,-0.455694212811589,1.77788203124209,0.574526360336828,1.65065311031905,1.00325256912712,0.688777467989831,0.226896349878147,0.152333217466959,-0.897727086878481,0.211672459225091,0.329103198622983,0.06465192352017,0.0214503123229674,-0.152333217466978,-0.152333217466978,2.11442115278555,2.13055476397641,2.08524903740477,-0.324900799451645,2.72967506796692,3.51280325218365,-3.10688420066269,1.37625494597605,-0.470081556667417,2.05932638352899,3.05613952062886,-1.04375005375384,3.0026741053193,-1.00376409342219,0.0503347402091881,2.05918926944006,1.71436574797273,1.81614297720521,3.30099360006944,0.436897527554385,1.75518546179109,1.09291296416774,-1.17885995138984,1.05678951916551,-3.65261672738343,-4.74306490533292,-0.774591588966204,-1.07690310907586,-0.818687472977714,3.57242982019747,3.40942894847046,2.40795299584518,1.23362935465761,2.70284535559603,1
4,2.33857504186928,-2.69994143369898,-0.0692105623501322,-0.0258490143547052,1.42071364212254,2.13732568146995,1.09738797242499,2.10198707953577,1.20031881206784,0.312031762612739,1.31708721363485,0.853485998581935,1.17712970627042,2.56352838631227,1.7510188782719,1.33477278059023,-0.0300526974186381,-0.303004111152928,1.43939519781086,-2.097027506398,-3.48321404448092,0.523163967777135,-0.604828343701652,-0.140968702489931,2.35400927195968,2.58398164087192,1.71499469146506,0.358674057501548,1.8774558751029,0.67408736445969,-0.265911750537518,-0.362162789887494,2.08856898172821,1.31054264367629,1.94708623754855,-1.07487104928747,-0.838513038757861,-0.694551415515214,-0.455696552197603,1.31708721363485,0.509246873854382,1.19938358723953,0.678009770897951,0.188522334909285,0.185951819620969,0.152333217466959,-2.81468122516036,0.203577140154515,0.612220840285639,0.147907473493272,-0.0876421527436329,-0.152333217466978,-0.152333217466978,1.89047427748602,1.90412038509957,1.94957706919906,-0.179936253748876,2.42973273144092,1.54672066557091,-2.60524228536729,1.37625494597605,-0.389316350606295,1.33490275208868,2.4132297411775,-3.41494240048536,2.3290295754742,-2.31202387129175,0.0543595108335847,1.33477278059023,1.33399964000351,1.08395488328889,2.1462382804043,0.00284648855775855,1.27305092377293,1.26184727433105,-0.912420507182756,-0.10328697096974,-2.77721260287417,-2.7669405355927,0.168816956268949,-1.11616164997894,-1.64084696446304,1.5279358716298,2.21585575429373,2.35342916099676,0.721412993647727,2.9336612671636,1
5,5.23808556469561,-6.97161635981705,0.575252441486913,0.116318048921165,6.40276119469805,4.9755995083634,0.341939823716274,2.88683416057874,0.67825943787978,0.524265381042226,6.11962059035992,1.13529712289287,6.25036784908347,6.11524922152969,4.91849490729448,5.73125685360784,0.45156130857091,0.419849671140864,2.00619221805436,-7.09570526343206,-7.35371519087808,2.02148432625358,-0.604828343701652,-0.140968702489931,5.19462820208327,6.18009971053282,2.37403728935445,0.433239877490852,2.66940399417533,2.37643839393838,-0.40473174990132,-0.186141808929558,4.88513909325382,6.13323896512448,4.73950461609988,-1.09690388884995,-0.847448427675371,-0.69781238398888,-0.455703797190573,6.11962059035992,0.949831482129069,6.07023163212512,2.38693863998092,2.35542879491022,2.12047462969293,0.152333217466959,0.252445396090648,1.19846426383682,0.127072360327406,-0.0856661386111582,0.00704327688632808,-0.152333217466978,-0.152333217466978,3.90964487947963,3.93471273597172,2.67079738880571,0.0157783613024347,3.06944259994504,4.87033646674958,-6.00525971125834,1.37625494597605,0.402182668792707,5.73146318589923,5.33689784978657,-3.42572250708593,3.46434546544981,-3.02265040619044,0.146963359888041,5.73125685360784,2.29587814208239,5.55684909990282,5.52727863077522,3.47525480053077,4.72394014843771,1.37447014777326,-1.44529939559693,5.69709547970649,-1.90180847836492,-4.59105533842983,3.37640601006847,-1.27319581359126,-1.04706510950141,4.693447545405,5.56493137915654,3.05924258611966,1.73375092101136,3.33352446618743,1
6,4.9895560913105,-1.77733345829551,-0.50861715587539,-0.346248435190832,3.43376688335489,3.51383192628907,4.41671058284073,5.83361599649002,6.95862304581224,6.93794752513198,3.26572142220405,0.967090345028221,3.28799159203004,3.86048415824895,4.59082497325766,2.89209028239448,-0.248968154686614,0.239136225567416,3.77743290631529,-3.93477668177817,-0.081864552192496,1.3404296178552,-0.2652143394058,0.959402660572725,4.93155312028016,3.8629100384461,1.96648196276015,0.358674057501548,2.21135499335054,1.24483564853297,-0.258660841084575,-0.102948597618767,3.70128007958505,3.17335859684264,3.25117953775493,-1.15449460023361,-0.863465909846149,-0.702453479609798,-0.455709870740672,3.26572142220404,1.04394252210225,3.1098569266222,1.25062736733588,0.569273452204234,0.54911858964218,0.152333217466959,-1.66450874219123,0.63897373456892,-0.245447230425656,0.0946715056665382,-0.0298540414406694,-0.152333217466978,-0.152333217466978,2.56566722494667,2.58240993240439,2.41581408776085,0.00913251003121614,2.78147821092526,4.56606178072619,-4.12874736144962,-1.88080478774748,-0.647765010001887,2.89222272308578,3.67951931642418,-1.03437166520992,4.1096437110576,-1.14529572376145,0.143283975231691,2.89209028239448,1.23677360159784,2.72389212454932,4.34131370787588,2.3901272030392,2.98140097936839,0.0229956664667541,-1.44529939559693,6.47047980646332,0.37424224535915,-1.55086400036794,5.64058651863283,-1.07690310907586,-0.304837790799386,4.58558746157421,4.22414027110921,2.48694123088963,0.962457665728992,2.97942138762008,1
7,2.95989872533207,-3.72403628639683,0.194433393765023,0.516759155136833,2.26604928106395,2.7799691826379,0.587422893008745,2.28036645270896,0.739759033499155,0.305096885384525,2.14298135938034,1.11627840332557,1.98935915836029,3.36853541716952,2.18791212365433,1.87703604360019,0.115890940760013,-0.12229066557948,3.56488402372398,-0.626828166093867,-2.77948656331779,2.15769526793326,-0.491623675603034,3.16014538669804,2.97576678476121,3.41859819592403,1.9018184126301,0.594713925685653,1.86256868283545,0.961233461976482,-0.190026266720361,-0.0143885222260544,2.76121874571835,2.12993334722117,2.58038578419434,-1.10158695339152,-0.850842262452485,-0.69923039299483,-0.455707114904751,2.14298135938034,1.00898493667907,2.00714179278559,0.965645062984294,1.72706971803674,1.26544362156489,0.152333217466959,0.06074998226246,1.16973068508493,0.23606895306432,0.0752264665842735,-0.13767899003524,-0.152333217466978,-0.152333217466978,1.99961408590671,2.01341306799958,2.16358003525645,0.349825016363797,2.15351202153281,2.59997919411345,-3.19978085164332,1.37625494597605,0.596019163339401,1.87714140072544,2.90534054239748,-2.99056738296917,3.03808630784607,-2.49754084441373,0.0913150217576573,1.87703604360019,1.79551899096558,1.62286603247179,2.94728476341525,-0.214179030940555,1.39675257936429,1.54340445793657,-1.0456402292863,-0.10328697096974,-3.82769755228528,-0.334787465143185,2.81036088292738,-1.07690310907586,-0.818687472977714,2.74105883696248,3.10496752802838,2.41770608836725,1.20993697231966,2.73109202630131,1
8,1.77050767413188,-1.35293378960991,-0.420735837170339,0.503496434012897,1.23969455594435,1.98063350713047,1.11804329266227,0.481392742666129,0.608964431870239,-0.0883656148165329,1.15294584716899,1.45367307019064,0.930443661331595,1.66162236099997,0.549562453470235,0.622892416098323,-0.219779427050884,-0.483717556726376,1.86449296299348,-0.0387484299722129,0.152711274861878,1.47664055953487,-0.604828343701652,-0.140968702489931,1.85188140127584,1.73483131994616,1.71347666676878,0.869361748311375,1.30656841017664,0.954721706306502,0.0518985547578762,0.372593812891317,1.86200280371053,1.16470322537995,1.81928357509843,-0.906868194363154,-0.777107926231375,-0.673159330779461,-0.455620370552689,1.15294584716899,1.40554688857718,1.05987460356181,0.957600167796502,2.05746219385129,1.09671879063698,0.152333217466959,1.97770412054434,0.211797351445744,0.301231683207509,0.0257509160912283,0.0427681384266095,-0.152333217466978,-0.152333217466978,2.04696016715953,2.05804584719694,1.82721902714521,1.08649337566055,1.03713868021244,0.961577038602838,-1.00741988850047,1.37625494597605,1.04830431728169,0.622880848181064,1.61138645718906,-0.672215791011219,0.0988471303786286,-0.137135269338564,-0.0331223267233348,0.622892416098323,2.30053885855903,0.379403704175714,0.991482960739153,-0.431204550438868,0.475475037808165,1.31815871105215,-1.31207967349339,0.0900591107194678,-0.326081054248255,-0.790816165852469,-0.774591588966204,-0.998386027269704,0.00347201850761,1.10740273579519,1.0824361163222,2.12253220228609,1.56881364317474,2.09218584170366,1
9,1.48055662184924,-2.19250704722707,-0.1277981081535,-0.0309679593499084,1.57177755932766,2.2620042589498,0.428557130156905,0.250757923723502,0.061788606786396,-0.153848963218462,1.46275541434838,1.04729688349672,1.22119370499041,1.81815150588888,2.07868881230872,1.46521828768019,-0.0884301526900984,0.419849671140864,0.447500412384734,-1.06788796818511,-3.24863821742654,1.3404296178552,-0.378419007504417,-0.140968702489931,1.54675009891237,1.82861280920781,1.89685690613246,0.143918496152489,2.35813730810042,0.701192998186519,0.242047127786322,0.401245578073369,2.40903798876651,1.40430348238155,2.02636450420844,-1.13820995385806,-0.856911675551406,-0.6998534306006,-0.455703272079757,1.46275541434838,1.51053217716272,1.3293112594538,0.702033131649685,1.08901221483193,0.891051306699822,0.152333217466959,-0.130945431565728,-0.00983253151217926,-0.0698029569295308,-0.765494843812516,0.485698665184867,-0.152333217466978,-0.152333217466978,1.9119130376531,1.918680788327,2.0326381505164,1.06227677004005,1.29834434418636,1.96802407698793,-2.06644170967964,-0.252274920885711,-0.90621366939748,1.46527866707326,2.53844460041531,-0.905733033816676,0.529759268376401,-0.359749927577765,-0.027528958733465,1.46521828768019,2.35012901392608,1.08513891962398,2.03180306854559,0.219872008056072,1.77347068417138,0.755044343841111,-1.31207967349339,2.02351992761155,-2.07688930326677,-1.55086400036794,2.24431575578628,-0.919868945463545,0.267737569342179,1.8309136351994,1.90559004334064,2.55665689740856,1.11330908427849,2.98824973572232,1
